,0,1,2,3
0,ddc_mmd,amazon,webcam,0.5169406651549509
1,ddc_mmd,amazon,webcam,0.4816512542517006
2,ddc_mmd,amazon,webcam,0.48278681264172335
3,ddc_mmd,amazon,webcam,0.4413882393235072
4,ddc_mmd,amazon,webcam,0.4458616780045351
5,no_da,amazon,webcam,0.4837602749433106
6,no_da,amazon,webcam,0.48330262660619805
7,no_da,amazon,webcam,0.513770490835223
8,no_da,amazon,webcam,0.48122076955782317
9,no_da,amazon,webcam,0.4926844175170068
10,ddc_mmd,amazon,dslr,0.5647272478070176
11,ddc_mmd,amazon,dslr,0.5797012061403508
12,ddc_mmd,amazon,dslr,0.5469692297149124
13,ddc_mmd,amazon,dslr,0.5994380482456141
14,ddc_mmd,amazon,dslr,0.5126610471491229
15,no_da,amazon,dslr,0.5678368283991229
16,no_da,amazon,dslr,0.5904862253289473
17,no_da,amazon,dslr,0.5644274259868421
18,no_da,amazon,dslr,0.5677597313596492
19,no_da,amazon,dslr,0.5753152412280702
20,ddc_mmd,webcam,amazon,0.5388975423788057
21,ddc_mmd,webcam,amazon,0.5439728396197708
22,ddc_mmd,webcam,amazon,0.5508275411227477
23,ddc_mmd,webcam,amazon,0.5610216004719901
24,ddc_mmd,webcam,amazon,0.5528516456764189
25,no_da,webcam,amazon,0.5562907373853854
26,no_da,webcam,amazon,0.5641684637479127
27,no_da,webcam,amazon,0.5665218029528913
28,no_da,webcam,amazon,0.5521467509236956
29,no_da,webcam,amazon,0.5552319746917928
30,ddc_mmd,webcam,dslr,0.980494449013158
31,ddc_mmd,webcam,dslr,0.9898917214912282
32,ddc_mmd,webcam,dslr,0.9841779742324561
33,ddc_mmd,webcam,dslr,0.9883240816885964
34,ddc_mmd,webcam,dslr,0.9860882675438596
35,no_da,webcam,dslr,0.9769736842105263
36,no_da,webcam,dslr,0.9882469846491229
37,no_da,webcam,dslr,0.9841351425438596
38,no_da,webcam,dslr,0.9850688733552632
39,no_da,webcam,dslr,0.9882041529605263
40,ddc_mmd,dslr,amazon,0.5418545460546775
41,ddc_mmd,dslr,amazon,0.5533251688955033
42,ddc_mmd,dslr,amazon,0.5463528657186002
43,ddc_mmd,dslr,amazon,0.5274229174047546
44,ddc_mmd,dslr,amazon,0.5304303799706716
45,no_da,dslr,amazon,0.5411977939673056
46,no_da,dslr,amazon,0.5338342600832424
47,no_da,dslr,amazon,0.5410905921307719
48,no_da,dslr,amazon,0.5278502094526868
49,no_da,dslr,amazon,0.5400125014991842
50,ddc_mmd,dslr,webcam,0.9453993055555555
51,ddc_mmd,dslr,webcam,0.9470574688208616
52,ddc_mmd,dslr,webcam,0.9419873157596372
53,ddc_mmd,dslr,webcam,0.9519734977324265
54,ddc_mmd,dslr,webcam,0.9524013251133787
55,no_da,dslr,webcam,0.9500549178004535
56,no_da,dslr,webcam,0.9473311720521542
57,no_da,dslr,webcam,0.9500044288548753
58,no_da,dslr,webcam,0.9492550666099773
59,no_da,dslr,webcam,0.9562863166099772
