,0,1,2,3
0,ddc_mmd,amazon,webcam,0.5060799319727891
1,ddc_mmd,amazon,webcam,0.4802756519274377
2,ddc_mmd,amazon,webcam,0.48362298044217683
3,ddc_mmd,amazon,webcam,0.5003389550264551
4,ddc_mmd,amazon,webcam,0.5000200774754345
5,jan,amazon,webcam,0.6406955664210129
6,jan,amazon,webcam,0.630978658824641
7,jan,amazon,webcam,0.6334390353363568
8,jan,amazon,webcam,0.6467630976001512
9,jan,amazon,webcam,0.6296042375283447
10,ddc_mmd,amazon,dslr,0.5433114035087719
11,ddc_mmd,amazon,dslr,0.5332545230263157
12,ddc_mmd,amazon,dslr,0.5283974095394737
13,ddc_mmd,amazon,dslr,0.6024277001096492
14,ddc_mmd,amazon,dslr,0.5662263569078947
15,jan,amazon,dslr,0.6442656935307017
16,jan,amazon,dslr,0.6339775219298246
17,jan,amazon,dslr,0.6481376781798246
18,jan,amazon,dslr,0.6533117461622806
19,jan,amazon,dslr,0.6753015350877193
20,ddc_mmd,webcam,amazon,0.556575526813153
21,ddc_mmd,webcam,amazon,0.5435793697059066
22,ddc_mmd,webcam,amazon,0.55102799493196
23,ddc_mmd,webcam,amazon,0.5496227336276193
24,ddc_mmd,webcam,amazon,0.5441565165081866
25,jan,webcam,amazon,0.5692033222715033
26,jan,webcam,amazon,0.5591718330544274
27,jan,webcam,amazon,0.5613629618550215
28,jan,webcam,amazon,0.5756643623758252
29,jan,webcam,amazon,0.5774039573259387
30,ddc_mmd,webcam,dslr,0.9872275904605263
31,ddc_mmd,webcam,dslr,0.9769736842105263
32,ddc_mmd,webcam,dslr,0.9859683388157895
33,ddc_mmd,webcam,dslr,0.9903200383771931
34,ddc_mmd,webcam,dslr,0.9871076617324561
35,jan,webcam,dslr,0.9845634594298246
36,jan,webcam,dslr,0.9852744654605263
37,jan,webcam,dslr,0.9829958196271931
38,jan,webcam,dslr,0.9897289610745614
39,jan,webcam,dslr,0.9856599506578947
40,ddc_mmd,dslr,amazon,0.540711780767652
41,ddc_mmd,dslr,amazon,0.5390645636550729
42,ddc_mmd,dslr,amazon,0.5247039782723633
43,ddc_mmd,dslr,amazon,0.5308258352095468
44,ddc_mmd,dslr,amazon,0.5253310067917719
45,jan,dslr,amazon,0.5322442463036355
46,jan,dslr,amazon,0.5699256190656774
