,0,1,2,3
0,dan,amazon,webcam,0.6250389739229025
1,dan,amazon,webcam,0.6367048729213908
2,dan,amazon,webcam,0.6172120063303098
3,dan,amazon,webcam,0.6245884117535904
4,dan,amazon,webcam,0.6350957223167043
5,dan,amazon,dslr,0.6376610471491229
6,dan,amazon,dslr,0.6434176260964912
7,dan,amazon,dslr,0.6338918585526316
8,dan,amazon,dslr,0.6428693804824561
9,dan,amazon,dslr,0.6237493146929824
10,dan,webcam,amazon,0.5580825328093507
11,dan,webcam,amazon,0.5508952356394122
12,dan,webcam,amazon,0.5596713498627176
13,dan,webcam,amazon,0.5652262551060443
14,dan,webcam,amazon,0.5458340786349847
15,dan,webcam,dslr,0.9849489446271931
16,dan,webcam,dslr,0.9882041529605263
17,dan,webcam,dslr,0.9887523985745614
18,dan,webcam,dslr,0.9912966008771931
19,dan,webcam,dslr,0.9872275904605263
20,dan,dslr,amazon,0.5335554708358397
21,dan,dslr,amazon,0.5623695730034782
22,dan,dslr,amazon,0.5644592485107918
23,dan,dslr,amazon,0.5517556668141386
24,dan,dslr,amazon,0.5472179222946226
25,dan,dslr,webcam,0.9573465844671201
26,dan,dslr,webcam,0.9538362740929706
27,dan,dslr,webcam,0.9599932681405896
28,dan,dslr,webcam,0.9588771967120182
29,dan,dslr,webcam,0.958902588813303
