,0,1,2,3
0,sl,amazon,webcam,0.5994248393801964
1,sl,amazon,webcam,0.581291335978836
2,sl,amazon,webcam,0.6356803311602419
3,sl,amazon,webcam,0.6015852347883598
4,sl,amazon,webcam,0.559582565665155
5,coral,amazon,webcam,0.6110854237528345
6,coral,amazon,webcam,0.6016744023998488
7,coral,amazon,webcam,0.6017169194066516
8,coral,amazon,webcam,0.5858545327853363
9,coral,amazon,webcam,0.5928308649848828
10,sl,amazon,dslr,0.6291546737938596
11,sl,amazon,dslr,0.6228926809210527
12,sl,amazon,dslr,0.6126216419956141
13,sl,amazon,dslr,0.6175215871710527
14,sl,amazon,dslr,0.6312362938596492
15,coral,amazon,dslr,0.5937157346491229
16,coral,amazon,dslr,0.5955060992324561
17,coral,amazon,dslr,0.5845240542763157
18,coral,amazon,dslr,0.5948379248903508
19,coral,amazon,dslr,0.6126730400219298
20,sl,webcam,amazon,0.5630647074888813
21,sl,webcam,amazon,0.5569584833617399
22,sl,webcam,amazon,0.5568809479585769
23,sl,webcam,amazon,0.5666235354697927
24,sl,webcam,amazon,0.566727066437375
25,coral,webcam,amazon,0.5397479781083702
26,coral,webcam,amazon,0.546649388784135
27,coral,webcam,amazon,0.5302833451450489
28,coral,webcam,amazon,0.5400119002325284
29,coral,webcam,amazon,0.5120047669311201
30,sl,webcam,dslr,0.9817365679824561
31,sl,webcam,dslr,0.9849489446271931
32,sl,webcam,dslr,0.9854200932017544
33,sl,webcam,dslr,0.9845206277412282
34,sl,webcam,dslr,0.981188322368421
35,coral,webcam,dslr,0.9881613212719298
36,coral,webcam,dslr,0.9941234923245614
37,coral,webcam,dslr,0.9887523985745614
38,coral,webcam,dslr,0.9908682839912282
39,coral,webcam,dslr,0.9866365131578947
40,sl,dslr,amazon,0.5834087447139129
41,sl,dslr,amazon,0.5564035574561214
42,sl,dslr,amazon,0.5630024471889964
43,sl,dslr,amazon,0.578277562902143
44,sl,dslr,amazon,0.5429585539986546
45,coral,dslr,amazon,0.5210783358480076
46,coral,dslr,amazon,0.5355112489650306
47,coral,dslr,amazon,0.5310568349056646
48,coral,dslr,amazon,0.5070259374173172
49,coral,dslr,amazon,0.5225533158976486
50,sl,dslr,webcam,0.9504603056500379
51,sl,dslr,webcam,0.9530219553099017
52,sl,dslr,webcam,0.9439628802910052
53,sl,dslr,webcam,0.9442581372826908
54,sl,dslr,webcam,0.9597833404195011
55,coral,dslr,webcam,0.9507033021541951
56,coral,dslr,webcam,0.9474625614134543
57,coral,dslr,webcam,0.9443363803854875
58,coral,dslr,webcam,0.946467545351474
59,coral,dslr,webcam,0.951468608276644
