,0,1,2,3
0,jan,amazon,webcam,0.6288510369425547
1,jan,amazon,webcam,0.6543647841080877
2,jan,amazon,webcam,0.6478614536092214
3,jan,amazon,webcam,0.6345108182161754
4,jan,amazon,webcam,0.6480418556311413
5,jan,amazon,dslr,0.6133240816885964
6,jan,amazon,dslr,0.6541169819078947
7,jan,amazon,dslr,0.6613298382675439
8,jan,amazon,dslr,0.6392115542763157
9,jan,amazon,dslr,0.6564384594298246
10,jan,webcam,amazon,0.5816397661081657
11,jan,webcam,amazon,0.566802849854551
12,jan,webcam,amazon,0.5687946864491461
13,jan,webcam,amazon,0.5513746154097572
14,jan,webcam,amazon,0.5719640742343415
15,jan,webcam,dslr,0.9870648300438596
16,jan,webcam,dslr,0.9860882675438596
17,jan,webcam,dslr,0.9793551260964912
18,jan,webcam,dslr,0.9839723821271931
19,jan,webcam,dslr,0.9893434758771931
20,jan,dslr,amazon,0.5389911627422296
21,jan,dslr,amazon,0.5566142724294515
22,jan,dslr,amazon,0.5588908108908707
23,jan,dslr,amazon,0.5414572610825797
24,jan,dslr,amazon,0.5425879084390821
25,jan,dslr,webcam,0.9529183201058201
26,jan,dslr,webcam,0.9494304492630387
27,jan,dslr,webcam,0.9489175878684808
28,jan,dslr,webcam,0.95861825633031
29,jan,dslr,webcam,0.9611518565759638
