,0,1,2,3
0,dan,amazon,webcam,0.6455058933295541
1,dan,amazon,webcam,0.6271155163454271
2,dan,amazon,webcam,0.6484817885487528
3,dan,amazon,webcam,0.6413126535336356
4,dan,amazon,webcam,0.6104928429705215
5,dan,amazon,dslr,0.6038668448464912
6,dan,amazon,dslr,0.6785910087719298
7,dan,amazon,dslr,0.6639854029605263
8,dan,amazon,dslr,0.6364017955043859
9,dan,amazon,dslr,0.6249486019736842
10,dan,webcam,amazon,0.5524548274484113
11,dan,webcam,amazon,0.5736345778104175
12,dan,webcam,amazon,0.559487176534693
13,dan,webcam,amazon,0.5583474385473969
14,dan,webcam,amazon,0.5450674390608649
15,dan,webcam,dslr,0.9790895696271931
16,dan,webcam,dslr,0.975123355263158
17,dan,webcam,dslr,0.9845634594298246
18,dan,webcam,dslr,0.9908682839912282
19,dan,webcam,dslr,0.984400699013158
20,dan,dslr,amazon,0.532257460038483
21,dan,dslr,amazon,0.5722190583457938
22,dan,dslr,amazon,0.5381888654111485
23,dan,dslr,amazon,0.5523632290415725
24,dan,dslr,amazon,0.5435064699591651
25,dan,dslr,webcam,0.9593076814058957
26,dan,dslr,webcam,0.9554173752834467
27,dan,dslr,webcam,0.9499276620370372
28,dan,dslr,webcam,0.9409323625283447
29,dan,dslr,webcam,0.9556591907596372
