,0,1,2,3
0,ddc_mmd,amazon,webcam,0.47440239984882837
1,ddc_mmd,amazon,webcam,0.4551782171201814
2,ddc_mmd,amazon,webcam,0.4544604473733938
3,ddc_mmd,amazon,webcam,0.5018890542328043
4,ddc_mmd,amazon,webcam,0.49610556027966746
5,ddc_mmd,amazon,dslr,0.6233466968201754
6,ddc_mmd,amazon,dslr,0.5537195038377193
7,ddc_mmd,amazon,dslr,0.5599472313596492
8,ddc_mmd,amazon,dslr,0.5709978070175439
9,ddc_mmd,amazon,dslr,0.5543362801535088
10,ddc_mmd,webcam,amazon,0.5589937457211362
11,ddc_mmd,webcam,amazon,0.5436960019175736
12,ddc_mmd,webcam,amazon,0.5471473418010246
13,ddc_mmd,webcam,amazon,0.5591606410910462
14,ddc_mmd,webcam,amazon,0.5466312594212208
15,ddc_mmd,webcam,dslr,0.9872275904605263
16,ddc_mmd,webcam,dslr,0.9893434758771931
17,ddc_mmd,webcam,dslr,0.9829958196271931
18,ddc_mmd,webcam,dslr,0.978541324013158
19,ddc_mmd,webcam,dslr,0.9895062362938596
20,ddc_mmd,dslr,amazon,0.5232010146985523
21,ddc_mmd,dslr,amazon,0.5366487541204853
22,ddc_mmd,dslr,amazon,0.5228378971532244
23,ddc_mmd,dslr,amazon,0.5445715338686622
24,ddc_mmd,dslr,amazon,0.5415415450960634
25,ddc_mmd,dslr,webcam,0.9562996031746032
26,ddc_mmd,dslr,webcam,0.9527202026643992
27,ddc_mmd,dslr,webcam,0.9442965206916101
28,ddc_mmd,dslr,webcam,0.9465711805555556
29,ddc_mmd,dslr,webcam,0.9506660997732427
